Year,Location,Variant,Fuel,KM driven,count,mean
2000,Nagpur,lxi,petrol,80000,1,90000.0
2000,Thane,zxi,diesel,100000,1,19786.0
2001,Jalgaon,ax minor,lpg,190000,1,90000.0
2002,Nagpur,lxi,petrol,109000,1,80000.0
2003,Aurangabad,lxi,lpg,100000,1,65000.0
2003,Nagpur,vxi,petrol,120000,1,70000.0
2003,Pune,vxi,petrol,80000,1,67000.0
2003,Satara,lxi,petrol,80000,1,80000.0
2004,Amravati,ax minor,petrol,96000,1,55000.0
2004,Amravati,lxi,petrol,10000,1,85000.0
2004,Aurangabad,vxi,petrol,60000,1,60000.0
2004,Mumbai,vxi,petrol,100000,1,65000.0
2004,Nagpur,vxi,petrol,62000,1,80000.0
2004,Nashik,vxi,petrol,86000,1,75000.0
2004,Ratnagiri,vxi,petrol,125000,1,130000.0
2005,Ahmednagar,lxi,petrol,88000,1,90000.0
2005,Aurangabad,ax minor,petrol,5000,1,72000.0
2005,Aurangabad,lxi,petrol,100000,1,50000.0
2005,Mumbai,lxi,cng,50000,1,77000.0
2005,Mumbai,vxi,petrol,850000,1,80000.0
2005,Nashik,lxi,petrol,80000,1,80000.0
2005,Pune,lxi,petrol,100000,1,75000.0
2005,Pune,vxi,petrol,75000,1,145000.0
2005,Thane,ax minor,cng,100000,1,30000.0
2005,Thane,lxi,petrol,69000,1,104000.0
2006,Akola,ax minor,petrol,40000,1,70000.0
2006,Amravati,lxi,petrol,80000,1,110000.0
2006,Jalgaon,lxi,petrol,153000,1,111000.0
2006,Jalna,vxi,petrol,80000,1,75000.0
2006,Kolhapur,lxi,petrol,120000,1,100000.0
2006,Latur,vxi,petrol,50000,1,100000.0
2006,Mumbai,vxi,petrol,55000,1,60000.0
2006,Mumbai,vxi,petrol,84000,1,79000.0
2006,Nagpur,lxi,petrol,64000,1,95000.0
2006,Nagpur,lxi,petrol,69000,1,90000.0
2006,Nagpur,lxi,petrol,90000,1,60000.0
2006,Nanded,vxi,petrol,140000,1,80000.0
2006,Nashik,lx minor,petrol,153000,2,99000.0
2006,Nashik,lxi,petrol,88000,1,120000.0
2006,Pune,lxi,cng,68000,1,150000.0
2006,Pune,lxi,petrol,48000,1,140000.0
2006,Pune,lxi,petrol,90000,1,80000.0
2006,Raigad,vxi,petrol,60000,1,60000.0
2006,Ratnagiri,ax minor,petrol,93000,1,150000.0
2006,Thane,vxi,cng,75000,1,75000.0
2006,Wardha,ax minor,petrol,115000,1,100000.0
2006,Wardha,lxi,petrol,80000,1,100000.0
2007,Ahmednagar,lxi,petrol,220000,1,122000.0
2007,Ahmednagar,vxi,lpg,125000,1,87000.0
2007,Amravati,lx minor,lpg,83000,1,95000.0
2007,Amravati,zxi,petrol,1000,1,65000.0
2007,Aurangabad,lxi,cng,1000,1,96000.0
2007,Aurangabad,lxi,lpg,83000,1,80000.0
2007,Aurangabad,vxi,petrol,90000,1,95000.0
2007,Jalgaon,lxi,lpg,66000,1,110000.0
2007,Jalgaon,vxi,lpg,160000,1,75000.0
2007,Jalgaon,vxi,petrol,103000,1,85000.0
2007,Kolhapur,lxi,petrol,100000,1,130000.0
2007,Kolhapur,vxi,petrol,130000,1,150000.0
2007,Mumbai,lxi,cng,90000,1,90000.0
2007,Mumbai,lxi,petrol,75000,1,85000.0
2007,Mumbai,lxi,petrol,100000,1,118000.0
2007,Mumbai,vxi,cng,72000,1,110000.0
2007,Mumbai,vxi,cng,75000,1,110000.0
2007,Mumbai,vxi,petrol,26000,1,105000.0
2007,Nagpur,vxi,petrol,79000,2,150000.0
2007,Nashik,lxi,petrol,67000,1,145000.0
2007,Pune,lxi,lpg,1000,1,82000.0
2007,Pune,lxi,lpg,60000,1,121000.0
2007,Pune,lxi,petrol,70000,1,170000.0
2007,Pune,lxi,petrol,87000,1,107000.0
2007,Pune,lxi,petrol,97000,1,89000.0
2007,Pune,lxi,petrol,102000,1,125000.0
2007,Pune,vxi,cng,150000,1,180000.0
2007,Pune,vxi,cng,200000,1,120000.0
2007,Ratnagiri,lxi,petrol,44000,1,112000.0
2007,Sangli,lxi,lpg,83000,1,100000.0
2007,Satara,vxi,petrol,70000,1,90000.0
2007,Satara,vxi,petrol,99000,1,125000.0
2007,Solapur,vxi,cng,100000,1,130000.0
2007,Thane,lxi,petrol,51000,1,100000.0
2007,Wardha,lxi,petrol,180000,1,90000.0
2007,Yavatmal,lxi,lpg,51000,1,110000.0
2008,Ahmednagar,lxi,cng,148000,1,135000.0
2008,Akola,vxi,petrol,41000,1,110000.0
2008,Aurangabad,lxi,lpg,119000,1,110000.0
2008,Aurangabad,lxi,petrol,85000,1,99000.0
2008,Beed,ax minor,lpg,100000,1,115000.0
2008,Beed,vxi,cng,1000,1,60000.0
2008,Kolhapur,ax minor,petrol,64000,1,110000.0
2008,Kolhapur,lxi,petrol,91000,1,138000.0
2008,Kolhapur,vxi,petrol,89000,1,110000.0
2008,Mumbai,ax minor,petrol,80000,1,95000.0
2008,Mumbai,lxi,petrol,78000,1,80000.0
2008,Nagpur,lx minor,petrol,85000,1,115000.0
2008,Nashik,lxi,petrol,66000,1,150000.0
2008,Nashik,vxi,lpg,82000,1,75000.0
2008,Nashik,vxi,petrol,105000,1,110000.0
2008,Parbhani,lxi,petrol,60000,1,90000.0
2008,Pune,ax minor,petrol,20000,1,140000.0
2008,Pune,lxi,cng,215000,1,110000.0
2008,Pune,lxi,petrol,69000,1,125000.0
2008,Pune,lxi,petrol,70000,1,160000.0
2008,Pune,lxi,petrol,108000,1,75000.0
2008,Pune,vxi,petrol,77000,1,150000.0
2008,Pune,vxi,petrol,125000,1,130000.0
2008,Ratnagiri,lxi,petrol,120000,1,100000.0
2008,Sangli,vxi,petrol,39000,1,140000.0
2008,Satara,lxi,petrol,63000,1,80000.0
2008,Sindhudurg,flex,petrol,900000,1,130000.0
2008,Sindhudurg,lxi,petrol,112000,1,110000.0
2008,Thane,lxi,cng,75000,1,99000.0
2008,Thane,lxi,cng,85000,1,100000.0
2008,Thane,lxi,petrol,34000,1,85000.0
2008,Thane,lxi,petrol,35000,1,100000.0
2008,Wardha,vxi,petrol,97000,1,105000.0
2009,Ahmednagar,ax minor,cng,150000,1,160000.0
2009,Ahmednagar,vxi,petrol,90000,1,139000.0
2009,Akola,vxi,petrol,10000,1,145000.0
2009,Amravati,lxi,petrol,100000,1,130000.0
2009,Amravati,vxi,petrol,50000,1,80000.0
2009,Aurangabad,ax minor,petrol,70000,1,85000.0
2009,Aurangabad,lxi,lpg,140000,1,95000.0
2009,Aurangabad,lxi,petrol,56000,1,200000.0
2009,Aurangabad,lxi,petrol,90000,1,95000.0
2009,Aurangabad,lxi,petrol,210000,1,110000.0
2009,Jalgaon,vxi,petrol,45000,1,110000.0
2009,Kolhapur,vxi,cng,63000,1,165000.0
2009,Kolhapur,vxi,petrol,54000,1,95000.0
2009,Kolhapur,vxi,petrol,72000,1,175000.0
2009,Mumbai,lxi,petrol,53000,1,130000.0
2009,Nagpur,lxi,petrol,77000,1,145000.0
2009,Nagpur,lxi,petrol,79000,1,145000.0
2009,Nashik,lx minor,lpg,100000,1,120000.0
2009,Nashik,lxi,petrol,105000,1,135000.0
2009,Nashik,vxi,cng,95000,1,165000.0
2009,Pune,lxi,cng,116000,1,145000.0
2009,Pune,lxi,cng,129000,1,150000.0
2009,Pune,lxi,lpg,85000,1,95000.0
2009,Pune,lxi,petrol,50000,1,185000.0
2009,Pune,lxi,petrol,55000,2,180000.0
2009,Pune,lxi,petrol,71000,1,145000.0
2009,Pune,vxi,petrol,102000,1,159000.0
2009,Pune,vxi,petrol,123000,1,125000.0
2009,Sangli,lxi,petrol,82000,1,160000.0
2009,Sangli,lxi,petrol,90000,1,95000.0
2009,Sindhudurg,lxi,petrol,60000,1,95000.0
2009,Thane,vxi,petrol,130000,1,150000.0
2009,Wardha,vxi,petrol,12000,1,129000.0
2010,Aurangabad,ax minor,petrol,1000,1,170000.0
2010,Aurangabad,lxi,cng,1000,1,160000.0
2010,Aurangabad,lxi,petrol,110000,1,135000.0
2010,Aurangabad,vxi,cng,52000,1,210000.0
2010,Beed,lxi,petrol,88000,1,80000.0
2010,Beed,lxi,petrol,110000,1,100000.0
2010,Dhule,lxi,lpg,80000,1,150000.0
2010,Dhule,lxi,petrol,120000,1,160000.0
2010,Jalgaon,lxi,petrol,100000,1,210000.0
2010,Jalgaon,vxi,cng,108000,1,130000.0
2010,Jalgaon,vxi,petrol,156000,1,240000.0
2010,Kolhapur,lxi,petrol,98000,1,150000.0
2010,Kolhapur,vxi,petrol,85000,1,185000.0
2010,Latur,lxi,petrol,180000,1,170000.0
2010,Mumbai,lxi,cng,76000,1,199999.0
2010,Mumbai,lxi,petrol,38000,1,188000.0
2010,Mumbai,lxi,petrol,43000,1,200000.0
2010,Mumbai,lxi,petrol,61000,1,171000.0
2010,Mumbai,lxi,petrol,70000,1,155000.0
2010,Mumbai,vxi,cng,75000,1,150000.0
2010,Nagpur,lxi,petrol,50000,1,170000.0
2010,Nagpur,lxi,petrol,55000,2,165000.0
2010,Nagpur,lxi,petrol,59000,2,165000.0
2010,Nagpur,vxi,petrol,66000,2,175000.0
2010,Nanded,lxi,lpg,80000,1,130000.0
2010,Nashik,lx minor,petrol,50000,1,130000.0
2010,Nashik,lxi,lpg,25000,1,185000.0
2010,Nashik,lxi,lpg,65000,1,150000.0
2010,Nashik,lxi,lpg,80000,1,150000.0
2010,Nashik,lxi,petrol,72000,1,185000.0
2010,Nashik,lxi,petrol,75000,1,150000.0
2010,Nashik,lxi,petrol,228000,1,140000.0
2010,Nashik,vxi,petrol,156000,2,240000.0
2010,Pune,vxi,petrol,62000,1,185000.0
2010,Ratnagiri,lxi,cng,81000,1,175000.0
2010,Ratnagiri,lxi,cng,92000,1,120000.0
2010,Ratnagiri,lxi,petrol,39000,1,160000.0
2010,Ratnagiri,lxi,petrol,92000,1,140000.0
2010,Sangli,lxi,petrol,65000,1,275000.0
2010,Sangli,lxi,petrol,120000,1,185000.0
2010,Satara,ax minor,petrol,85000,1,145000.0
2010,Thane,lxi,cng,70000,1,180000.0
2010,Thane,lxi,petrol,121000,1,145000.0
2010,Thane,vxi,cng,80000,1,159000.0
2010,Thane,vxi,petrol,39000,2,215000.0
2010,Thane,vxi,petrol,50000,1,125000.0
2010,Thane,vxi,petrol,65000,1,92000.0
2011,Ahmednagar,vxi,cng,97000,1,200000.0
2011,Akola,lxi,petrol,62000,1,171000.0
2011,Akola,lxi,petrol,85000,1,199999.0
2011,Amravati,ax minor,petrol,800000,1,195000.0
2011,Amravati,lxi,petrol,110000,1,260000.0
2011,Amravati,lxi,petrol,112000,1,195000.0
2011,Aurangabad,lxi,petrol,75000,1,170000.0
2011,Aurangabad,vxi,petrol,155000,1,210000.0
2011,Bhandara,lxi,petrol,90000,1,170000.0
2011,Dhule,lxi,lpg,1000,1,150000.0
2011,Jalgaon,vxi,petrol,44000,1,175000.0
2011,Kolhapur,lxi,petrol,80000,2,255000.0
2011,Kolhapur,vxi,cng,47000,1,265000.0
2011,Kolhapur,vxi,petrol,49000,1,260000.0
2011,Kolhapur,vxi,petrol,74000,1,265000.0
2011,Kolhapur,vxi,petrol,86000,1,156000.0
2011,Mumbai,lxi,cng,65000,1,215000.0
2011,Mumbai,lxi,cng,70000,1,140000.0
2011,Mumbai,lxi,cng,83000,1,215000.0
2011,Mumbai,lxi,cng,96000,1,150000.0
2011,Mumbai,lxi,cng,137000,1,230000.0
2011,Mumbai,lxi,petrol,31000,5,199000.0
2011,Mumbai,lxi,petrol,88000,1,225000.0
2011,Mumbai,lxi,petrol,90000,1,195000.0
2011,Mumbai,vxi,petrol,38000,1,200000.0
